cname,tname,year,role,,,,
Danny Elfman,Dumbo,2019,composer,6.3,"Adventure, Family, Fantasy",Tim Burton,"Holt was once a circus star until he went off to war and returned terribly altered. Circus owner Max Medici hires him to take care of Dumbo, a newborn elephant whose oversized ears make him the laughingstock of the struggling circus troupe. But when Holt's children discover that Dumbo can fly, silver-tongued entrepreneur V.A. Vandevere and aerial artist Colette Marchant swoop in to make the little elephant a star."
Danny Elfman,The Grinch,2018,composer,6.4,"Animation, Comedy, Family, Fantasy, Musical","Yarrow Cheney, Scott Mosier","For their eighth fully animated feature, Illumination and Universal Pictures present The Grinch, based on Dr. Seuss' beloved holiday classic. The Grinch tells the story of a cynical grump who goes on a mission to steal Christmas, only to have his heart changed by a young girl's generous holiday spirit. Funny, heartwarming, and visually stunning, it's a universal story about the spirit of Christmas and the indomitable power of optimism. Academy Award nominee Benedict Cumberbatch lends his voice to the infamous Grinch, who lives a solitary life inside a cave on Mt. Crumpet with only his loyal dog, Max, for company. With a cave rigged with inventions and contraptions for his day-to-day needs, the Grinch only sees his neighbors in Whoville when he runs out of food. Each year at Christmas they disrupt his tranquil solitude with their increasingly bigger, brighter, and louder celebrations. When the Whos declare they are going to make Christmas three times bigger this year, the Grinch realizes there is only one way for him to gain some peace and quiet: he must steal Christmas. To do so, he decides to pose as Santa Claus on Christmas Eve, even going so far as to trap a lackadaisical misfit reindeer to pull his sleigh. Meanwhile, down in Whoville, Cindy-Lou Who (Cameron Seely), a young girl overflowing with holiday cheer, plots with her gang of friends to trap Santa Claus as he makes his Christmas Eve rounds so that she can thank him for help for her overworked single mother. As Christmas approaches, however, her good-natured scheme threatens to collide with the Grinch's more nefarious one. Will Cindy-Lou achieve her goal of finally meeting Santa Claus? Will the Grinch succeed in silencing the Whos' holiday cheer once and for all?"
Danny Elfman,Do You Believe in Ghosts?,2018,composer,N/A,"Documentary, Short",Mali Elfman,N/A
Danny Elfman,Fifty Shades Freed,2018,composer,N/A,N/A,N/A,N/A
Danny Elfman,"Don't Worry, He Won't Get Far on Foot",2018,composer,6.8,"Biography, Comedy, Drama",Gus Van Sant,"After Portland slacker John Callahan (Joaquin Phoenix) nearly loses his life in a car accident, the last thing he intends to do is give up drinking. But when he reluctantly enters treatment - with encouragement from his girlfriend (Rooney Mara) and a charismatic sponsor (Jonah Hill) - Callahan discovers a gift for drawing edgy, irreverent newspaper cartoons that develop a national following and grant him a new lease on life. Based on a true story, this poignant, insightful and often funny drama about the healing power of art is adapted from Callahan's autobiography and directed by two-time Oscar® nominee Gus Van Sant. Jack Black, Carrie Brownstein, Beth Ditto and Kim Gordon also star."
Danny Elfman,Justice League,2017,composer,6.1,"Action, Adventure, Fantasy, Sci-Fi",Zack Snyder,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy. Together, Batman and Wonder Woman work quickly to find and recruit a team of meta-humans to stand against this newly awakened threat. But despite the formation of this unprecedented league of heroes-Batman, Wonder Woman, Aquaman, Cyborg and The Flash-it may already be too late to save the planet from an assault of catastrophic proportions."
Danny Elfman,Tulip Fever,2017,composer,6.2,"Drama, History, Romance",Justin Chadwick,"In 17th-century Amsterdam, Sophia, an orphan, is forcibly married to rich, powerful merchant Cornelis Sandvoort, an unhappy ""arrangement"" that saves her from poverty. After her husband commissions a portrait, she begins a passionate affair with the painter, struggling young artist Jan Van Loos. Seeking to escape the merchant's ever-reaching grasp, the lovers risk everything and enter the frenzied tulip-bulb market, with the hope that the right bulb will make a fortune and buy their freedom."
Danny Elfman,Tau,2017,composer,N/A,Short,Elio Palacios Jr.,N/A
Danny Elfman,A Glory Sewn,2017,composer,N/A,"Short, Adventure",Travis Joe Dixon,N/A
Danny Elfman,The Circle,N/A,composer,5.3,"Drama, Mystery, Sci-Fi, Thriller",James Ponsoldt,"When Mae is hired to work for the world's largest and most powerful tech and social media company, she sees it as an opportunity of a lifetime. As she rises through the ranks, she is encouraged by the company's founder, Eamon Bailey, to engage in a groundbreaking experiment that pushes the boundaries of privacy, ethics and ultimately her personal freedom. Her participation in the experiment, and every decision she makes, begin to affect the lives and future of her friends, family and that of humanity."
Danny Elfman,When We Rise,2017,composer,7.5,Drama,,"A dramatization of the real life San Francisco centered fight for LGBT rights from 1972 to 2015 is presented, the LGBT community which arguably has had the most numerous organized campaigns against them of any minority group to suppress those rights in the United States during that time period. It focuses on the advocacy and other supportive work of four individuals, Cleve Jones, Roma Guy, Diane Jones and Ken Jones, whose experiences focus on different aspects of the issue. Cleve's story focuses primarily on the political and legislative fight for gay and ultimately LGBT rights. Roma's story focuses primarily on her fight for women's rights, especially safe places for women, within that where she as a lesbian fits, ultimately a fight for universal health care in San Francisco, and her personal relationships particularly with Diane. Beyond that relationship with Roma, Diane's story focuses on her work as a nurse in caring for AIDS patients, and her want as a lesbian to have a child. And Ken's story focuses on his search for the LGBT community's place within organized religion, and his longtime relationship with child welfare worker Richard, who hid behind a heterosexual marriage to protect his livelihood. Key events and the LGBT community reaction to these events in this collective fight are presented, such as the Equal Rights Amendment movement, the push to get gay Harvey Milk elected to San Francisco public office (he who would be the first openly homosexual person to hold public office in the US), the vote on Proposition 6 in California in conjunction with singer and Florida orange juice spokesperson Anita Bryant's anti-gay crusade, the murders of Milk and San Francisco mayor George Moscone, the AIDS crisis, the AIDS memorial quilt which was not supported by the entire gay community, the disillusionment with President Bill Clinton's administration with ""Don't Ask, Don't Tell"" and the Defense of Marriage Act (DOMA) enacted under his watch, and the vote on Proposition 8 in California which ultimately led to a fight at the United States Supreme Court for complete civil rights for the LGBT community throughout the nation."
Danny Elfman,Fifty Shades Darker,2017,composer,4.6,"Drama, Romance, Thriller",James Foley,"Christian and Ana decide to rekindle their relationship, except this time there are no more rules or punishments. As they begin to get used to their newfound relationship, Christian's past begins to haunt Ana as Christian struggles with his innermost thoughts."
Danny Elfman,The Girl on the Train,2016,composer,6.5,"Crime, Drama, Mystery, Thriller",Tate Taylor,"The Girl on the Train is the story of Rachel Watson's life post-divorce. Every day, she takes the train in to work in New York, and every day the train passes by her old house. The house she lived in with her husband, who still lives there, with his new wife and child. As she attempts to not focus on her pain, she starts watching a couple who live a few houses down -- Megan and Scott Hipwell. She creates a wonderful dream life for them in her head, about how they are a perfect happy family. And then one day, as the train passes, she sees something shocking, filling her with rage. The next day, she wakes up with a horrible hangover, various wounds and bruises, and no memory of the night before. She has only a feeling: something bad happened. Then come the TV reports: Megan Hipwell is missing. Rachel becomes invested in the case and trying to find out what happened to Megan, where she is, and what exactly she herself was up to that same night Megan went missing."
Danny Elfman,Alice Through the Looking Glass,2016,composer,6.2,"Adventure, Family, Fantasy, Mystery",James Bobin,"Alice returns to the magical world of Underland, only to find the Hatter in a horrible state. With the help of her friends, Alice must travel through time to save the Mad Hatter and Underland's fate from the evil clutches of the Red Queen and a clock like creature, known as Time."
